Batsman,v Bowler,0s,1s,2s,3s,4s,5s,6s,7,Dismissal,Runs,Balls,SR
,KM Jadhav
,MA Starc,0,2,0,0,2,0,0,0,,10,4,250
,VR Aaron,3,1,0,0,0,0,0,0,,1,4,25
,HV Patel,4,2,0,0,1,0,0,0,caught,6,7,85.71
,D Wiese,1,3,1,0,0,0,0,0,,5,5,100
,Iqbal Abdulla,2,5,1,0,1,0,0,0,,11,9,122.22
,NM Coulter-Nile
,D Wiese,2,0,0,0,1,0,0,0,lbw,4,3,133.33
,Iqbal Abdulla,5,0,0,0,0,0,0,0,,0,5,0
,A Mishra
,MA Starc,2,1,0,0,0,0,0,0,bowled,1,3,33.33
,D Wiese,0,1,0,0,0,0,0,0,,1,1,100
,S Nadeem
,MA Starc,3,0,0,0,0,0,0,0,bowled,0,3,0
,Iqbal Abdulla,2,2,0,0,0,0,0,0,,2,4,50
,Imran Tahir
,MA Starc,1,1,0,0,0,0,0,0,,1,2,50
,HV Patel,0,1,0,0,0,0,0,0,,1,1,100
,D Wiese,0,1,0,0,0,0,0,0,,1,1,100
,DJ Muthuswami
,HV Patel,1,1,0,0,0,0,0,0,,1,2,50
,D Wiese,1,0,0,0,0,0,0,0,,0,1,0
,CH Gayle
,NM Coulter-Nile,8,3,1,0,2,0,1,0,,19,15,126.66
,DJ Muthuswami,3,0,0,0,2,0,1,0,,14,6,233.33
,Imran Tahir,3,3,0,0,1,0,1,0,,13,8,162.5
,JP Duminy,1,1,0,0,1,0,0,0,,5,3,166.66
,A Mishra,0,3,0,0,0,0,1,0,,9,4,225
,AD Mathews,2,2,0,0,0,0,0,0,,2,4,50
,V Kohli
,NM Coulter-Nile,2,2,0,0,2,0,0,0,,10,6,166.66
,Imran Tahir,0,3,0,0,1,0,0,0,,7,4,175
,JP Duminy,1,2,0,0,0,0,0,0,,2,3,66.66
,A Mishra,2,3,0,0,3,0,0,0,,15,8,187.5
,AD Mathews,1,1,0,0,0,0,0,0,,1,2,50
,DA Warner
,Sandeep Sharma,12,1,0,0,5,0,0,0,,21,18,116.66
,MG Johnson,0,2,0,0,4,0,1,0,,24,7,342.85
,Anureet Singh,1,0,0,0,0,0,0,0,,0,1,0
,M Vijay,3,4,1,0,0,0,0,0,,6,8,75
,AR Patel,3,3,0,0,1,0,0,0,caught,7,7,100
,S Dhawan
,MG Johnson,1,1,0,0,0,0,0,0,caught,1,2,50
,GH Vihari
,MG Johnson,3,0,0,0,0,0,0,0,,0,3,0
,Anureet Singh,2,1,0,0,2,0,0,0,caught,9,5,180
,MC Henriques
,Sandeep Sharma,2,0,0,0,0,0,0,0,bowled,0,2,0
,MG Johnson,0,3,0,0,0,0,0,0,,3,3,100
,Anureet Singh,1,5,0,0,0,0,0,0,,5,6,83.33
,M Vijay,0,7,0,0,0,0,0,0,,7,7,100
,AR Patel,3,6,2,0,1,0,0,0,,14,12,116.66
,R Dhawan,1,1,0,0,0,0,0,0,,1,2,50
,NV Ojha
,MG Johnson,1,2,1,0,0,0,0,0,,4,4,100
,Anureet Singh,5,3,0,0,2,0,0,0,,11,10,110
,M Vijay,0,3,0,0,0,0,0,0,,3,3,100
,AR Patel,2,2,1,0,0,0,0,0,caught,4,5,80
,R Dhawan,1,2,0,0,1,0,0,0,,6,4,150
,RS Bopara
,MG Johnson,2,0,0,0,0,0,0,0,caught,0,2,0
,A Ashish Reddy
,Sandeep Sharma,0,1,0,0,0,0,2,0,,13,3,433.33
,MG Johnson,0,1,1,0,1,0,0,0,,7,3,233.33
,Anureet Singh,0,2,0,0,0,0,0,0,,2,2,100
,KV Sharma
,Sandeep Sharma,0,1,0,0,0,0,0,0,,1,1,100
,M Vijay
,TA Boult,7,2,1,1,0,0,0,0,,7,11,63.63
,B Kumar,0,2,0,0,0,0,0,0,,2,2,100
,KV Sharma,0,2,0,0,0,0,0,0,,2,2,100
,MC Henriques,0,1,0,0,0,0,0,0,,1,1,100
,M Vohra
,TA Boult,2,1,0,0,0,0,0,0,bowled,1,3,33.33
,B Kumar,5,0,0,0,1,0,0,0,,4,6,66.66
,SE Marsh
,TA Boult,2,1,0,0,0,0,0,0,,1,3,33.33
,B Kumar,1,0,0,0,0,0,0,0,bowled,0,1,0
,GJ Bailey
,TA Boult,0,1,0,0,0,0,0,0,,1,1,100
,B Kumar,1,2,0,0,0,0,0,0,,2,3,66.66
,P Kumar,2,1,0,0,3,0,0,0,,13,6,216.66
,KV Sharma,1,2,1,0,0,0,0,0,,4,4,100
,MC Henriques,1,0,1,0,0,0,0,0,caught,2,2,100
,DA Miller
,KV Sharma,2,4,0,0,1,0,0,0,caught,8,7,114.28
,MC Henriques,1,5,1,0,0,0,0,0,,7,7,100
,WP Saha
,TA Boult,1,0,0,0,1,0,0,0,caught,4,2,200
,B Kumar,1,1,2,0,0,0,1,0,,11,5,220
,P Kumar,0,3,1,0,1,0,0,0,,9,5,180
,KV Sharma,3,7,0,0,0,0,0,0,,7,10,70
,MC Henriques,3,5,3,0,0,0,0,0,,11,11,100
,AR Patel
,TA Boult,1,0,0,0,0,0,0,0,bowled,0,1,0
,B Kumar,0,1,0,0,0,0,0,0,,1,1,100
,P Kumar,2,4,1,0,0,0,0,0,,6,7,85.71
,KV Sharma,0,1,0,0,0,0,0,0,,1,1,100
,MC Henriques,0,1,1,0,0,0,1,0,,9,3,300
,R Dhawan
,TA Boult,1,1,1,0,0,0,0,0,,3,3,100
,B Kumar,2,1,0,0,0,0,0,0,lbw,1,3,33.33
,MG Johnson
,B Kumar,1,1,0,0,0,0,0,0,,1,2,50
,P Kumar,1,3,0,0,0,0,0,0,,3,4,75
,Anureet Singh
,B Kumar,1,0,0,0,0,0,0,0,,0,1,0
,P Kumar,1,0,0,0,0,0,0,0,caught,0,1,0
,Sandeep Sharma
,P Kumar,0,1,0,0,0,0,0,0,,1,1,100
,DR Smith
,PJ Cummins,5,1,0,0,1,0,0,0,,5,7,71.42
,UT Yadav,3,2,0,0,2,0,1,0,,16,8,200
,GB Hogg,0,3,0,0,0,0,0,0,,3,3,100
,AD Russell,0,1,0,0,0,0,0,0,,1,1,100
,BB McCullum
,PJ Cummins,3,0,0,0,1,0,1,0,,10,5,200
,UT Yadav,3,1,0,0,1,0,0,0,,5,5,100
,PP Chawla,3,0,0,0,1,0,0,0,lbw,4,4,100
,SK Raina
,UT Yadav,4,0,0,0,1,0,0,0,,4,5,80
,PP Chawla,1,0,0,0,0,0,1,0,,6,2,300
,GB Hogg,5,2,0,0,0,0,0,0,,2,7,28.57
,AD Russell,5,1,0,0,1,0,0,0,caught,5,7,71.42
,F du Plessis
,PJ Cummins,1,3,0,0,0,0,0,0,,3,4,75
,UT Yadav,2,1,0,0,0,0,0,0,,1,3,33.33
,PP Chawla,1,6,2,0,0,0,0,0,,10,9,111.11
,GB Hogg,2,5,0,0,1,0,0,0,,9,8,112.5
,AD Russell,0,4,1,0,0,0,0,0,,6,5,120
,MS Dhoni
,PP Chawla,0,2,0,0,0,0,0,0,,2,2,100
,AD Russell,3,1,0,0,0,0,0,0,caught,1,4,25
,DJ Bravo
,PP Chawla,3,1,0,0,0,0,0,0,caught,1,4,25
,AD Russell,2,0,0,0,1,0,0,0,,4,3,133.33
,RA Jadeja
,PJ Cummins,4,3,1,0,0,0,0,0,,5,8,62.5
,PP Chawla,1,1,1,0,0,0,0,0,,3,3,100
,GB Hogg,1,4,0,0,0,0,0,0,bowled,4,5,80
,AD Russell,2,1,1,0,0,0,0,0,,3,4,75
,R Ashwin
,UT Yadav,0,1,0,0,2,0,0,0,,9,3,300
,GB Hogg,1,0,0,0,0,0,0,0,,0,1,0
,RV Uthappa
,IC Pandey,1,2,0,0,1,0,1,0,,12,5,240
,A Nehra,2,1,1,1,2,0,0,0,,14,7,200
,MM Sharma,0,1,0,0,3,0,0,0,,13,4,325
,R Ashwin,1,0,0,0,0,0,0,0,caught,0,1,0
,G Gambhir
,IC Pandey,1,0,0,0,0,0,0,0,caught,0,1,0
,MK Pandey
,IC Pandey,4,1,0,0,1,0,0,0,,5,6,83.33
,A Nehra,2,2,0,0,1,0,0,0,,6,5,120
,MM Sharma,1,1,0,0,0,0,0,0,,1,2,50
,R Ashwin,4,1,0,0,0,0,0,0,caught,1,5,20
,RA Jadeja,0,2,0,0,0,0,0,0,,2,2,100
,SA Yadav
,MM Sharma,2,0,0,0,0,0,0,0,caught,0,2,0
,R Ashwin,1,2,0,0,0,0,0,0,,2,3,66.66
,RA Jadeja,8,4,0,0,1,0,0,0,,8,13,61.53
,SK Raina,3,4,1,0,0,0,0,0,,6,8,75
,YK Pathan
,MM Sharma,0,4,1,0,0,0,0,0,,6,5,120
,R Ashwin,2,0,1,0,0,0,0,0,,2,3,66.66
,RA Jadeja,2,1,0,0,0,0,0,0,,1,3,33.33
,SK Raina,2,4,0,0,0,0,0,0,,4,6,66.66
,DJ Bravo,1,0,0,0,0,0,0,0,bowled,0,1,0
,RN ten Doeschate
,A Nehra,1,4,0,0,1,0,1,0,,14,7,200
,MM Sharma,2,3,0,0,0,0,0,0,,3,5,60
,SK Raina,3,1,0,0,0,0,0,0,,1,4,25
,DJ Bravo,4,4,1,0,2,0,1,0,,20,12,166.66
,AD Russell
,A Nehra,0,2,0,0,0,0,0,0,,2,2,100
,DJ Bravo,0,2,0,0,0,0,0,0,,2,2,100
,PJ Cummins
,A Nehra,1,0,0,0,0,0,0,0,,0,1,0
,DJ Bravo,1,0,0,0,0,0,0,0,caught,0,1,0
,PP Chawla
,DJ Bravo,2,0,0,0,0,0,0,0,caught,0,2,0
,UT Yadav
,A Nehra,1,0,0,0,0,0,0,0,bowled,0,1,0
,GB Hogg
,A Nehra,0,0,1,0,0,0,0,0,,2,1,200
,CH Gayle
,TG Southee,2,0,0,0,1,0,1,0,caught,10,4,250
,V Kohli
,TG Southee,2,0,0,0,0,0,0,0,caught,0,2,0
,DS Kulkarni,1,1,0,0,0,0,0,0,,1,2,50
,AB de Villiers
,TG Southee,4,2,0,0,0,0,0,0,,2,6,33.33
,DS Kulkarni,7,1,1,0,3,0,0,0,,15,12,125
,JP Faulkner,1,1,0,0,3,0,0,0,,13,5,260
,SR Watson,6,2,1,0,1,0,0,0,,8,10,80
,PV Tambe,1,1,0,0,2,0,0,0,,9,4,225
,STR Binny,4,2,1,0,0,0,1,0,,10,8,125
,Mandeep Singh
,TG Southee,1,1,0,0,1,0,0,0,,5,3,166.66
,DS Kulkarni,1,2,0,0,1,0,0,0,,6,4,150
,JP Faulkner,0,1,0,0,0,0,0,0,,1,1,100
,SR Watson,0,2,0,0,0,0,0,0,,2,2,100
,PV Tambe,0,0,1,0,1,0,0,0,,6,2,300
,STR Binny,5,1,1,0,1,0,0,0,lbw,7,8,87.5
,KD Karthik
,TG Southee,1,3,0,0,0,0,0,0,,3,4,75
,JP Faulkner,1,1,0,0,1,0,0,0,,5,3,166.66
,PV Tambe,1,2,1,0,0,0,0,0,,4,4,100
,STR Binny,3,1,0,0,2,0,1,0,,15,7,214.28
,SN Khan
,TG Southee,1,1,2,0,0,0,0,0,,5,4,125
,DS Kulkarni,0,0,0,0,1,0,0,0,,4,1,400
,JP Faulkner,0,2,0,0,1,0,0,0,,6,3,200
,SR Watson,0,3,0,0,2,0,0,0,,11,5,220
,PV Tambe,0,3,1,0,2,0,1,0,,19,7,271.42
,STR Binny,1,0,0,0,0,0,0,0,,0,1,0
,D Wiese
,DS Kulkarni,3,0,0,0,2,0,0,0,caught,8,5,160
,SR Watson,0,2,0,0,0,0,0,0,,2,2,100
,PV Tambe,0,1,0,0,0,0,0,0,,1,1,100
,HV Patel
,TG Southee,1,0,0,0,0,0,1,0,,6,2,300
,DR Smith
,PJ Cummins,1,0,0,0,0,0,0,0,caught,0,1,0
,BB McCullum
,PJ Cummins,4,0,1,0,2,0,3,0,,28,10,280
,UT Yadav,0,0,0,0,1,0,0,0,,4,1,400
,GB Hogg,1,0,0,0,0,0,0,0,lbw,0,1,0
,SK Raina
,PJ Cummins,1,0,0,0,0,0,0,0,,0,1,0
,UT Yadav,7,0,0,0,2,0,0,0,caught,8,9,88.88
,F du Plessis
,UT Yadav,1,0,0,0,1,0,0,0,,4,2,200
,PP Chawla,3,0,0,0,3,0,0,0,,12,6,200
,GB Hogg,2,0,0,0,1,0,0,0,stumped,4,3,133.33
,DJ Bravo
,PJ Cummins,0,2,1,0,0,0,0,0,,4,3,133.33
,PP Chawla,5,1,0,0,1,0,0,0,,5,7,71.42
,GB Hogg,3,3,0,0,1,0,0,0,,7,7,100
,YK Pathan,3,3,0,0,1,0,0,0,,7,7,100
,AD Russell,4,3,0,0,1,0,0,0,bowled,7,8,87.5
,MS Dhoni
,PP Chawla,2,1,0,0,0,0,0,0,bowled,1,3,33.33
,GB Hogg,1,0,0,0,0,0,0,0,,0,1,0
,RA Jadeja
,PJ Cummins,0,3,0,0,0,0,0,0,,3,3,100
,PP Chawla,5,3,0,0,0,0,0,0,,3,8,37.5
,GB Hogg,4,1,0,0,1,0,1,0,caught,11,7,157.14
,YK Pathan,1,4,0,0,0,0,0,0,,4,5,80
,AD Russell,4,3,0,0,0,0,0,0,,3,7,42.85
,P Negi
,PJ Cummins,2,1,0,0,3,0,0,0,,13,6,216.66
,GB Hogg,2,1,0,0,0,0,1,0,bowled,7,4,175
,AD Russell,0,1,1,0,1,0,0,0,,7,3,233.33
,MM Sharma
,AD Russell,1,0,0,0,0,0,0,0,caught,0,1,0
,A Nehra
,GB Hogg,1,0,0,0,0,0,0,0,,0,1,0
,AD Russell,2,1,0,0,0,0,0,0,,1,3,33.33
,RG More
,AD Russell,0,2,0,0,0,0,0,0,,2,2,100
,RV Uthappa
,MM Sharma,6,4,1,0,2,0,0,0,,14,13,107.69
,A Nehra,3,4,0,0,3,0,1,0,,22,11,200
,P Negi,2,6,1,0,0,0,0,0,,8,9,88.88
,RG More,1,7,7,0,1,0,0,0,,25,16,156.25
,RA Jadeja,1,3,0,0,1,0,0,0,,7,5,140
,DJ Bravo,1,2,1,0,0,0,0,0,,4,4,100
,G Gambhir
,MM Sharma,5,2,0,0,0,0,1,0,caught,8,8,100
,A Nehra,3,3,1,0,0,0,1,0,,11,8,137.5
,MK Pandey
,A Nehra,4,0,0,0,0,0,0,0,,0,4,0
,P Negi,3,1,0,0,0,0,0,0,caught,1,4,25
,RG More,0,2,0,0,0,0,0,0,,2,2,100
,SA Yadav
,P Negi,0,2,0,0,0,0,0,0,,2,2,100
,RG More,1,0,0,0,0,0,0,0,caught,0,1,0
,AD Russell
,MM Sharma,3,0,0,0,0,0,0,0,,0,3,0
,A Nehra,1,0,0,0,0,0,0,0,,0,1,0
,P Negi,3,5,0,0,0,0,1,0,,11,9,122.22
,RG More,1,3,0,0,0,0,0,0,,3,4,75
,RA Jadeja,0,4,0,0,2,0,1,0,,18,7,257.14
,DJ Bravo,1,3,0,0,2,0,2,0,,23,8,287.5
,V Sehwag
,Z Khan,1,1,0,0,0,0,0,0,caught,1,2,50
,M Vohra
,Z Khan,4,0,0,0,0,0,0,0,caught,0,4,0
,JP Duminy,2,1,0,0,0,0,0,0,,1,3,33.33
,SE Marsh
,Z Khan,1,1,0,0,1,0,0,0,,5,3,166.66
,JP Duminy,1,0,0,0,0,0,0,0,lbw,0,1,0
,WP Saha
,Z Khan,2,1,0,0,0,0,0,0,,1,3,33.33
,JP Duminy,0,2,0,0,0,0,0,0,,2,2,100
,NM Coulter-Nile,3,0,0,0,0,0,0,0,caught,0,3,0
,DA Miller
,Z Khan,3,2,0,0,0,0,0,0,,2,5,40
,JP Duminy,4,5,1,0,0,0,0,0,,7,10,70
,NM Coulter-Nile,3,2,0,0,0,0,0,0,caught,2,5,40
,A Mishra,1,3,0,0,1,0,0,0,,7,5,140
,AD Mathews,3,4,0,0,2,0,0,0,,12,9,133.33
,Imran Tahir,3,2,0,0,1,0,1,0,,12,7,171.42
,GJ Bailey
,Z Khan,2,1,0,0,1,0,0,0,,5,4,125
,JP Duminy,0,2,0,0,0,0,0,0,,2,2,100
,NM Coulter-Nile,3,2,0,0,2,0,0,0,,10,7,142.85
,A Mishra,2,1,0,0,0,0,0,0,lbw,1,3,33.33
,NLTC Perera
,JP Duminy,1,2,0,0,0,0,0,0,,2,3,66.66
,NM Coulter-Nile,3,1,0,0,0,0,0,0,caught,1,4,25
,AR Patel
,Z Khan,0,3,0,0,0,0,0,0,,3,3,100
,JP Duminy,2,1,0,0,0,0,0,0,,1,3,33.33
,NM Coulter-Nile,1,1,0,0,0,0,0,0,caught,1,2,50
,A Mishra,2,2,0,0,0,0,0,0,,2,4,50
,AD Mathews,3,6,0,0,0,0,0,0,,6,9,66.66
,Imran Tahir,1,3,0,0,0,0,1,0,,9,5,180
,SN Thakur
,NM Coulter-Nile,1,1,0,0,1,0,0,0,,5,3,166.66
,Imran Tahir,1,2,0,0,0,0,0,0,,2,3,66.66
,Anureet Singh
,Imran Tahir,0,2,0,0,0,0,1,0,,8,3,266.66
,MA Agarwal
,Sandeep Sharma,5,3,0,0,0,0,1,0,,9,9,100
,SN Thakur,3,2,1,0,3,0,0,0,,16,9,177.77
,Anureet Singh,3,5,0,0,1,0,0,0,,9,9,100
,NLTC Perera,0,4,0,0,2,0,0,0,,12,6,200
,AR Patel,1,6,0,0,0,0,0,0,,6,7,85.71
,SS Iyer
,Sandeep Sharma,8,1,0,0,0,0,0,0,,1,9,11.11
,SN Thakur,3,2,1,0,1,0,2,0,caught,20,9,222.22
,Anureet Singh,4,4,0,0,2,0,0,0,,12,10,120
,NLTC Perera,0,4,1,0,1,0,0,0,,10,6,166.66
,AR Patel,0,5,0,0,0,0,1,0,,11,6,183.33
,SS Tiwary
,AR Patel,2,1,0,0,1,0,0,0,,5,4,125
,LMP Simmons
,TG Southee,4,2,1,0,1,0,0,0,,8,8,100
,DS Kulkarni,2,1,1,0,1,0,0,0,,7,5,140
,J Theron,0,2,0,0,0,0,0,0,,2,2,100
,SR Watson,3,2,0,0,1,0,1,0,,12,7,171.42
,STR Binny,1,2,0,0,0,0,0,0,,2,3,66.66
,Ankit Sharma,3,1,1,0,1,0,0,0,lbw,7,6,116.66
,PA Patel
,TG Southee,2,1,0,0,1,0,0,0,,5,4,125
,DS Kulkarni,3,1,0,0,2,0,0,0,caught,9,6,150
,J Theron,1,1,0,0,2,0,0,0,,9,4,225
,UBT Chand
,TG Southee,2,0,0,0,0,0,0,0,caught,0,2,0
,DS Kulkarni,1,0,0,0,0,0,0,0,,0,1,0
,SR Watson,2,2,1,0,0,0,0,0,,4,5,80
,STR Binny,0,3,0,0,0,0,0,0,,3,3,100
,Ankit Sharma,0,2,0,0,1,0,0,0,,6,3,200
,RG Sharma
,TG Southee,1,1,1,0,1,0,0,0,,7,4,175
,DS Kulkarni,2,1,0,0,0,0,1,0,caught,7,4,175
,J Theron,1,2,0,0,0,0,0,0,,2,3,66.66
,STR Binny,2,1,0,0,1,0,0,0,,5,4,125
,Ankit Sharma,1,4,1,0,0,0,0,0,,6,6,100
,AT Rayudu
,TG Southee,1,1,0,0,2,0,1,0,,15,5,300
,DS Kulkarni,0,1,0,0,0,0,0,0,,1,1,100
,J Theron,1,5,1,0,1,0,1,0,,17,9,188.88
,SR Watson,0,2,0,0,1,0,0,0,,6,3,200
,STR Binny,0,1,0,0,0,0,1,0,,7,2,350
,Ankit Sharma,1,5,1,0,0,0,0,0,,7,7,100
,KA Pollard
,TG Southee,0,1,0,0,0,0,0,0,,1,1,100
,DS Kulkarni,1,0,0,0,0,0,0,0,,0,1,0
,J Theron,2,2,1,0,1,0,0,0,caught,8,6,133.33
,SR Watson,0,1,1,0,1,0,1,0,,13,4,325
,Ankit Sharma,0,2,0,0,0,0,0,0,,2,2,100
,AM Rahane
,MJ McClenaghan,1,4,0,0,1,0,0,0,,8,6,133.33
,SL Malinga,1,2,1,0,1,0,0,0,,8,5,160
,R Vinay Kumar,1,0,0,0,0,0,0,0,caught,0,1,0
,SR Watson
,MJ McClenaghan,2,3,0,0,0,0,1,0,,9,6,150
,SL Malinga,0,1,0,0,0,0,0,0,,1,1,100
,R Vinay Kumar,1,2,0,0,1,0,0,0,,6,4,150
,J Suchith,8,1,0,0,1,0,1,0,bowled,11,11,100
,Harbhajan Singh,0,1,0,0,0,0,0,0,,1,1,100
,SV Samson
,MJ McClenaghan,2,1,0,0,0,0,1,0,caught,7,4,175
,SL Malinga,0,4,0,0,1,0,1,0,,14,6,233.33
,R Vinay Kumar,4,3,1,0,3,0,0,0,,17,11,154.54
,J Suchith,0,5,1,1,0,0,1,0,,16,8,200
,Harbhajan Singh,6,6,2,0,3,0,0,0,,22,17,129.41
,SPD Smith
,MJ McClenaghan,4,1,0,0,0,0,0,0,caught,1,5,20
,SL Malinga,1,2,1,0,0,0,0,0,,4,4,100
,J Suchith,0,4,0,0,1,0,0,0,,8,5,160
,Harbhajan Singh,0,4,1,0,1,0,0,0,,10,6,166.66
,KK Nair
,MJ McClenaghan,1,1,0,0,0,0,0,0,caught,1,2,50
,SL Malinga,1,1,0,0,0,0,0,0,,1,2,50
,R Vinay Kumar,0,1,0,0,1,0,0,0,,5,2,250
,STR Binny
,SL Malinga,0,2,0,0,0,0,0,0,,2,2,100
,R Vinay Kumar,0,3,0,0,1,0,0,0,,7,4,175
,DJ Hooda
,MJ McClenaghan,0,1,0,0,0,0,0,0,,1,1,100
,SL Malinga,1,0,0,0,0,0,0,0,caught,0,1,0
,TG Southee
,SL Malinga,0,2,1,0,0,0,0,0,,4,3,133.33
,R Vinay Kumar,0,2,0,0,0,0,0,0,,2,2,100
,J Theron
,R Vinay Kumar,0,1,0,0,0,0,0,0,,1,1,100
,RV Uthappa
,MA Starc,3,1,0,0,0,0,0,0,,1,4,25
,VR Aaron,1,2,1,0,2,0,0,0,,12,6,200
,HV Patel,4,0,0,0,1,0,0,0,,4,5,80
,D Wiese,0,1,0,0,0,0,0,0,,1,1,100
,YS Chahal,1,3,1,0,0,0,0,0,caught,5,5,100
,G Gambhir
,MA Starc,0,1,0,0,1,0,0,0,,5,2,250
,VR Aaron,0,1,0,0,0,0,0,0,,1,1,100
,HV Patel,0,1,0,0,0,0,0,0,,1,1,100
,D Wiese,2,1,0,0,1,0,0,0,caught,5,4,125
,AD Russell
,VR Aaron,2,0,0,0,1,0,2,0,,16,5,320
,D Wiese,1,2,0,0,1,0,1,0,,12,5,240
,YS Chahal,0,3,1,0,3,0,0,0,,17,7,242.85
,RN ten Doeschate
,MA Starc,1,0,0,0,0,0,0,0,caught,0,1,0
,HV Patel,2,0,0,0,1,0,1,0,,10,4,250
,D Wiese,0,2,0,0,0,0,0,0,,2,2,100
,YK Pathan
,MA Starc,0,3,1,0,0,0,0,0,,5,4,125
,HV Patel,1,0,0,0,0,0,1,0,,6,2,300
,SA Yadav
,MA Starc,2,0,0,0,0,0,0,0,,0,2,0
,CH Gayle
,PJ Cummins,0,3,0,0,0,0,0,0,,3,3,100
,UT Yadav,0,0,0,0,0,0,1,0,,6,1,600
,GB Hogg,3,0,0,0,0,0,2,0,caught,12,5,240
,V Kohli
,PJ Cummins,4,3,0,0,1,0,1,0,,13,9,144.44
,UT Yadav,2,1,0,0,1,0,1,0,,11,5,220
,GB Hogg,0,2,0,0,0,0,0,0,,2,2,100
,PP Chawla,0,2,0,0,0,0,1,0,,8,3,266.66
,AD Russell,1,0,0,0,0,0,0,0,caught,0,1,0
,AB de Villiers
,GB Hogg,0,1,0,0,0,0,0,0,,1,1,100
,PP Chawla,2,1,0,0,0,0,0,0,bowled,1,3,33.33
,Mandeep Singh
,UT Yadav,0,1,0,0,2,0,0,0,,9,3,300
,GB Hogg,1,2,0,0,0,0,1,0,,8,4,200
,PP Chawla,1,2,1,0,2,0,0,0,,12,6,200
,AD Russell,0,2,1,0,0,0,2,0,,16,5,320
,D Wiese
,UT Yadav,0,2,1,0,0,0,0,0,,4,3,133.33
,AD Russell,0,3,1,0,0,0,0,0,,5,4,125
,DA Warner
,MM Sharma,1,2,0,0,5,0,1,0,,28,9,311.11
,A Nehra,2,3,1,0,4,0,0,0,,21,10,210
,RG More,0,2,0,0,2,0,0,0,,10,4,250
,SK Raina,2,1,0,0,0,0,0,0,caught,1,3,33.33
,DJ Bravo,1,1,0,0,0,0,0,0,,1,2,50
,S Dhawan
,MM Sharma,1,3,0,0,0,0,0,0,,3,4,75
,A Nehra,4,2,1,1,0,0,0,0,,7,8,87.5
,RG More,0,1,0,0,1,0,0,0,,5,2,250
,SK Raina,2,6,0,0,1,0,0,0,,10,9,111.11
,DJ Bravo,2,1,0,0,1,0,0,0,,5,4,125
,P Negi,1,3,0,0,1,0,0,0,,7,5,140
,MC Henriques
,SK Raina,2,1,0,0,0,0,2,0,,13,5,260
,P Negi,1,2,0,0,1,0,0,0,stumped,6,4,150
,EJG Morgan
,MM Sharma,2,3,1,0,1,0,1,0,,15,8,187.5
,A Nehra,0,1,0,0,0,0,0,0,,1,1,100
,RG More,1,1,0,0,0,0,0,0,,1,2,50
,SK Raina,4,3,0,0,0,0,0,0,,3,7,42.85
,DJ Bravo,1,5,0,0,0,0,0,0,,5,6,83.33
,P Negi,1,1,0,0,0,0,1,0,,7,3,233.33
,NV Ojha
,MM Sharma,0,1,0,0,2,0,0,0,,9,3,300
,A Nehra,1,0,0,0,0,0,0,0,bowled,0,1,0
,RG More,1,1,0,0,1,0,1,0,,11,4,275
,DJ Bravo,4,0,0,0,0,0,0,0,,0,4,0
,A Ashish Reddy
,A Nehra,2,2,0,0,0,0,0,0,,2,4,50
,DJ Bravo,1,0,0,0,1,0,0,0,caught,4,2,200
,GH Vihari
,MM Sharma,0,0,1,0,0,0,0,0,,2,1,200
,DJ Bravo,1,2,0,0,1,0,0,0,caught,6,4,150
,KV Sharma
,DJ Bravo,1,0,0,0,1,0,0,0,caught,4,2,200
,DR Smith
,TA Boult,6,1,0,0,2,0,0,0,,9,9,100
,B Kumar,3,1,0,0,0,0,1,0,,7,5,140
,P Kumar,2,1,0,0,1,0,0,0,,5,4,125
,MC Henriques,1,0,0,0,0,0,0,0,caught,0,1,0
,BB McCullum
,TA Boult,0,0,0,0,3,0,0,0,,12,3,400
,B Kumar,2,0,0,0,0,0,0,0,bowled,0,2,0
,SK Raina
,B Kumar,3,1,0,0,0,0,1,0,,7,5,140
,P Kumar,1,0,0,0,0,0,1,0,,6,2,300
,MC Henriques,2,2,0,0,0,0,0,0,caught,2,4,50
,KV Sharma,1,2,0,0,0,0,1,0,,8,4,200
,F du Plessis
,TA Boult,0,2,0,0,1,0,0,0,,6,3,200
,P Kumar,0,2,1,0,1,0,0,0,,8,4,200
,MC Henriques,3,4,0,0,2,0,0,0,,12,9,133.33
,KV Sharma,0,4,1,0,0,0,0,0,,6,5,120
,A Ashish Reddy,0,1,0,0,0,0,0,0,,1,1,100
,MS Dhoni
,TA Boult,0,2,0,0,1,0,0,0,,6,3,200
,P Kumar,0,2,0,0,0,0,0,0,,2,2,100
,MC Henriques,1,2,1,0,0,0,0,0,,4,4,100
,KV Sharma,1,1,0,0,1,0,0,0,,5,3,166.66
,A Ashish Reddy,2,1,1,0,0,0,0,0,bowled,3,4,75
,P Negi
,B Kumar,1,0,0,0,0,0,0,0,bowled,0,1,0
,P Kumar,0,3,0,0,0,0,0,0,,3,3,100
,MC Henriques,3,0,0,0,0,0,0,0,,0,3,0
,A Ashish Reddy,0,2,0,0,1,0,1,0,,12,4,300
,DJ Bravo
,TA Boult,0,1,0,0,1,0,0,0,,5,2,250
,B Kumar,1,3,0,0,2,0,0,0,,11,6,183.33
,P Kumar,1,5,0,0,0,0,0,0,,5,6,83.33
,MC Henriques,2,1,0,0,0,0,0,0,,1,3,33.33
,A Ashish Reddy,0,3,0,0,0,0,0,0,,3,3,100
,RA Jadeja
